HVG,seq30K,seq50K,seq60K,seq75K,seq100K,seq250K,seq30K_gene.mean,seq30K_gene.dispersion,seq30K_gene.dispersion.scaled,seq50K_gene.mean,seq50K_gene.dispersion,seq50K_gene.dispersion.scaled,seq60K_gene.mean,seq60K_gene.dispersion,seq60K_gene.dispersion.scaled,seq75K_gene.mean,seq75K_gene.dispersion,seq75K_gene.dispersion.scaled,seq100K_gene.mean,seq100K_gene.dispersion,seq100K_gene.dispersion.scaled,seq250K_gene.mean,seq250K_gene.dispersion,seq250K_gene.dispersion.scaled
TSPAN6,1,0,1,1,1,1,0.111750963,0.945621949,0.65920659,0.103388652,0.753832075,0.586755579,0.106711314,0.798072801,0.870664692,0.105755938,0.750249127,0.860028856,0.105212412,0.688588125,0.804001284,0.10401306,0.547310122,0.610539481
ARMCX3,1,0,1,1,0,1,0.408552518,0.925801723,0.658705468,0.411713589,0.739152071,0.525108562,0.40669104,0.692704905,0.4932266,0.409560257,0.704174476,0.754134492,0.406266158,0.649742144,0.681809891,0.400098257,0.580269456,0.76958434
GPRASP1,1,1,1,0,1,1,0.036735769,0.980480627,0.775076209,0.03514832,0.793013934,0.716508253,0.035477159,0.747103511,0.701844255,0.034886538,0.68234309,0.635110526,0.035945076,0.632837482,0.617924745,0.036052291,0.510645067,0.490039849
BEX1,1,1,1,1,1,1,0.497300455,1.573220834,3.975622529,0.506144717,1.513354299,4.218389616,0.509428984,1.476966794,4.167224681,0.512262768,1.447082541,4.192445492,0.522707485,1.463311313,4.394812856,0.535818924,1.350955479,4.322416656
NGFRAP1,1,1,1,0,1,1,0.529433283,0.973145805,0.901263019,0.519228785,0.788039652,0.758323568,0.516991587,0.734478236,0.688920333,0.51244321,0.685479768,0.667612049,0.505897492,0.639212153,0.633752651,0.507192717,0.510887918,0.449738173
TCEAL4,1,0,0,0,1,1,0.314502707,0.976949257,0.920749217,0.320591575,0.747123502,0.563135753,0.323127998,0.7264527,0.651323446,0.325861831,0.674009872,0.614527327,0.330718591,0.617010496,0.532427746,0.334923409,0.521202402,0.497287539
TCEAL1,1,1,1,1,0,1,0.154052084,1.007767244,0.865776432,0.14599997,0.77623827,0.660954809,0.147023284,0.710533679,0.580717692,0.145052446,0.686077292,0.647478947,0.146985519,0.629864425,0.6080017,0.145945507,0.567530364,0.676993268
RAB9B,1,1,1,0,1,1,0.07802773,1.026524333,0.928124657,0.071023364,0.795637721,0.725197054,0.071092524,0.747490968,0.703127589,0.071449959,0.695901658,0.680019208,0.070472519,0.648450565,0.670035867,0.067091812,0.503030589,0.465014881
RBM41,1,1,0,0,1,0,0.184742348,0.97850356,0.768504472,0.182521375,0.782998134,0.683340431,0.182050316,0.722486768,0.620308701,0.180302709,0.667030818,0.584393231,0.178191705,0.603733265,0.520784847,0.177850858,0.478624571,0.38480455
TSC22D3,1,1,1,1,1,1,0.502236116,1.862856917,5.459512713,0.495650165,1.699781109,5.107726512,0.493070943,1.63639881,4.914109019,0.490240634,1.592231544,4.864220964,0.488870588,1.555094213,4.813695716,0.493579359,1.452922953,4.792482708
AMMECR1,1,0,0,0,0,0,0.143725828,0.941232053,0.644614656,0.137330287,0.707826183,0.434404784,0.138213923,0.684616475,0.494874754,0.137928445,0.637505836,0.486600606,0.137118162,0.572613924,0.416919153,0.132345792,0.468895854,0.352831139
RNF113A,1,1,1,0,1,1,0.433626464,0.993058608,1.003282123,0.420779514,0.866520895,1.132713199,0.416377752,0.798526365,0.988963859,0.409364946,0.738745975,0.914137552,0.411877687,0.680940004,0.824192064,0.408331436,0.524007876,0.510220662
XIAP,1,1,0,0,1,0,0.344409511,0.946868735,0.76663792,0.34799231,0.767846155,0.661991813,0.352073856,0.729156464,0.663989655,0.352092419,0.669136165,0.591970939,0.356207777,0.628812441,0.586289983,0.368098007,0.498119337,0.390875513
SH2D1A,1,1,1,1,1,1,0.768931452,1.114187403,1.187602126,0.784922786,1.002090155,1.297689412,0.789324253,0.978954093,1.344872354,0.790262694,0.955187275,1.424464447,0.792824473,0.952219779,1.578720434,0.78635211,0.860997969,1.412577542
APLN,1,1,1,1,1,1,0.165889416,1.690663415,3.135711018,0.164536748,1.667890339,3.613704928,0.163442765,1.666745083,3.747880218,0.161950729,1.604181405,3.688422744,0.161684966,1.609875059,3.878941291,0.163234416,1.580303186,4.005469235
SASH3,1,1,1,1,1,1,1.35161752,1.275447211,0.870050983,1.386401479,1.166397642,0.81830765,1.40238609,1.164482454,0.876680302,1.418998905,1.133486615,0.865783487,1.440929551,1.131850723,0.794240375,1.510874686,1.096273572,0.812385797
BCORL1,1,0,0,0,0,0,0.069978596,0.944755175,0.656325449,0.072282938,0.701493896,0.4134351,0.07548814,0.697683036,0.538153805,0.075790913,0.629621024,0.460484536,0.076754805,0.566855102,0.397698176,0.081711517,0.467509668,0.348275441
MIR503HG,1,1,1,0,1,1,0.079491303,0.994435432,0.821461728,0.084628956,0.81430456,0.787013218,0.088423126,0.799616932,0.875779159,0.089423354,0.733179354,0.803490364,0.089308318,0.653345023,0.686371889,0.088761781,0.48391384,0.402187722
FAM122C,1,1,1,1,1,1,0.075553655,1.022651291,0.915250735,0.083230865,1.014977525,1.45155171,0.084526174,0.950021279,1.373948299,0.083586288,0.822710481,1.100035299,0.083841642,0.826415493,1.264021798,0.081412142,0.63505494,0.89891266
ZNF449,1,1,1,1,1,1,0.028187105,0.95006992,0.673991566,0.029339253,1.116463938,1.787629007,0.029526222,1.037800409,1.66469025,0.029431468,0.977827317,1.613813175,0.030307606,0.975085279,1.760230583,0.030677414,0.771388733,1.346973415
RP11-1114A5.4,1,0,0,1,0,0,0.076040476,0.942078959,0.647429756,0.077376217,0.741880667,0.547177899,0.079051041,0.701128275,0.549565122,0.080705955,0.661501057,0.56607756,0.082261288,0.595038969,0.491766265,0.084336995,0.642125818,0.922151086
AFF2,1,1,1,0,1,1,0.048914,1.070685632,1.074916022,0.04960327,0.82564857,0.824579472,0.050543556,0.776775607,0.800124144,0.049765482,0.725041047,0.776534671,0.051096593,0.652388439,0.683179138,0.053457728,0.527287045,0.544733677
IDS,1,1,1,1,1,1,0.298296612,0.97344179,0.90277944,0.296464104,0.782381418,0.731331334,0.294877792,0.731498761,0.674962512,0.2938468,0.686626734,0.672920411,0.299509726,0.631996998,0.600823807,0.308247353,0.578203713,0.760061343
HMGB3,1,1,1,1,1,1,0.698376642,1.2836001,1.898366421,0.710495414,1.210786017,2.109493269,0.711583522,1.185152315,2.131894987,0.710928897,1.168777231,2.241896067,0.714390834,1.160597225,2.378315161,0.726425059,1.092351294,2.238445541
ZNF275,1,1,0,0,1,1,0.089089785,0.997193227,0.830628591,0.092264427,0.78532221,0.691036725,0.092010481,0.746917263,0.701227365,0.092500813,0.683399764,0.638610441,0.092971451,0.609916894,0.541423679,0.093837108,0.462355181,0.331335228
RP11-66N11.8,1,1,1,1,1,1,0.080156533,1.152237193,1.345991944,0.087750998,1.020639577,1.470301876,0.087255584,0.944364899,1.355213242,0.08877415,0.911636928,1.394577417,0.091138062,0.891345744,1.48073672,0.088640531,0.695858613,1.098743817
ABCD1,1,1,1,0,1,1,0.049790877,0.998919593,0.836366998,0.055087468,0.815076076,0.789568133,0.055931552,0.768865113,0.773923014,0.059414897,0.797057747,1.015068334,0.061454767,0.705605632,0.86079989,0.064219457,0.522126491,0.527773527
RENBP,1,1,1,1,1,1,0.300558411,1.039746747,1.242479083,0.303395248,0.822336372,0.921933823,0.301418066,0.761775166,0.816797093,0.303614285,0.783659342,1.122004624,0.303336117,0.738119022,1.085148193,0.305446966,0.689255791,1.272007066
FLNA,1,1,1,1,1,1,0.587664087,1.107247248,1.158484979,0.597035699,0.986403486,1.236670002,0.596087364,0.950503767,1.236282423,0.599860445,0.914503399,1.268762899,0.606313901,0.893248248,1.352432388,0.624602517,0.778502989,1.118093061
PLXNA3,1,1,1,1,1,1,0.062335206,1.109234045,1.203050253,0.064095151,0.885935141,1.024221445,0.063781101,0.822970621,0.953131228,0.063276062,0.755261021,0.876629245,0.064582524,0.73092538,0.945308531,0.073080989,0.606710068,0.805757291
MYOM2,1,1,1,1,1,1,0.169943807,1.401271236,2.173776622,0.168883553,1.449856759,2.891675897,0.16894667,1.394849806,2.847308934,0.16990023,1.34121781,2.817434912,0.168477083,1.276179818,2.765180951,0.164176438,1.133893646,2.538345124
CSMD1,1,1,1,1,1,1,0.292112744,0.967293165,0.871278239,0.294705278,0.821190548,0.916467746,0.297909052,0.764971611,0.831771341,0.307035796,0.730372317,0.875382771,0.319791777,0.705568916,0.936594579,0.336403803,0.608926267,0.901691114
DEFA6,1,1,1,1,1,1,0.149839017,2.194220425,4.809525463,0.152937631,2.220116619,5.442429685,0.153186598,2.19704427,5.504336692,0.154827943,2.164608046,5.544667469,0.15755688,2.177688678,5.774108527,0.157737608,2.089834947,5.680044402
PPP1R3B,1,1,1,1,1,1,0.057736465,1.01443597,0.887943158,0.0636348,0.815310393,0.790344083,0.069919106,0.806484282,0.898525191,0.072121872,0.737025368,0.81622913,0.075759734,0.728669426,0.937778929,0.086468781,0.597320729,0.774899249
MTMR9,1,1,1,1,1,1,0.198707377,0.997040826,0.830122011,0.208368053,0.826940967,0.828859307,0.210574694,0.772364255,0.785512867,0.212944649,0.714824899,0.742696752,0.216861779,0.672345109,0.749787663,0.220486564,0.555673951,0.638027191
RP11-297N6.4,1,1,1,1,1,1,0.038859066,1.274651508,1.752894923,0.034803313,0.967396879,1.293986038,0.034292674,0.888043554,1.168665735,0.033255159,0.811298953,1.062238046,0.031931844,0.726369799,0.930103562,0.02926628,0.555355581,0.636980868
ASAH1,1,1,1,0,1,1,0.047133426,1.112988469,1.21552989,0.048518948,0.837438211,0.863621454,0.047853946,0.781236795,0.814900487,0.047994852,0.717400848,0.75122881,0.046542047,0.652351256,0.683055036,0.046105747,0.486383988,0.410305859
DOK2,1,1,1,1,1,1,0.08294835,2.226924392,4.918232859,0.083728785,2.015977269,4.766412087,0.084149587,1.965032448,4.735867353,0.081618745,1.893372628,4.64628171,0.080771305,1.929635718,4.946192769,0.07590283,1.790332241,4.695729326
SORBS3,1,1,1,0,1,1,0.054838227,1.053304829,1.017142545,0.055020202,0.866024651,0.958286867,0.054819751,0.796654219,0.865966065,0.054658072,0.744384588,0.840604332,0.05441911,0.674638323,0.757441627,0.055037044,0.503927591,0.467962875
ENTPD4,1,1,1,1,1,1,0.19374014,1.087513167,1.130850446,0.205150356,0.874191991,0.98533342,0.20878801,0.807519943,0.901955505,0.214054134,0.732035681,0.799702291,0.219901857,0.672448553,0.750132924,0.2467629,0.583651577,0.729975605
SARAF,1,1,1,1,1,1,1.289502891,1.191526827,0.639671887,1.289577259,1.059853676,0.624410294,1.289656575,1.04498157,0.661111002,1.284092414,0.993859906,0.628375075,1.281209258,1.066202997,0.889310799,1.259924779,0.935594959,0.761364963
RP11-51J9.5,1,1,1,1,1,1,0.114234224,1.977111054,4.08785782,0.126122838,1.953140124,4.558323759,0.130514175,1.84848648,4.349843904,0.131311393,1.745910599,4.157858081,0.136218873,1.632231804,3.953560444,0.174139758,1.642607819,4.210233294
RAB11FIP1,1,1,1,1,1,1,0.432436706,1.049700607,1.293475614,0.431666849,0.9433805,1.499366916,0.431149616,0.878371681,1.363011793,0.429328306,0.829708616,1.335128878,0.429157318,0.793362852,1.33727243,0.429428297,0.74938787,1.54921359
PLPP5,1,1,1,1,1,1,0.216460326,1.216984484,1.561210773,0.208478984,0.959715901,1.268550098,0.205870785,0.891037827,1.178583365,0.205370821,0.833706495,1.136456289,0.201293209,0.76535704,1.060229608,0.202206792,0.64104247,0.918590665
FGFR1,1,1,1,1,1,1,0.447472178,1.198989107,2.05832417,0.460580903,1.066352794,2.085998196,0.460261426,1.042104159,2.130042319,0.464254017,1.011763903,2.17771321,0.463291121,0.975403767,2.168078812,0.472643883,0.902139273,2.253391563
RNF170,1,0,0,0,0,0,0.218931423,0.951067981,0.677309101,0.223844015,0.756767613,0.596476758,0.221181149,0.709464162,0.577175238,0.219848572,0.654875671,0.544132963,0.219041086,0.60357267,0.520248834,0.218095968,0.512765123,0.497007407
HOOK3,1,1,1,0,1,1,0.255780104,0.945784521,0.659746978,0.258282991,0.800091575,0.739946211,0.26022915,0.743158404,0.688777275,0.259988266,0.719615574,0.758564422,0.258763364,0.653376385,0.686476566,0.262191001,0.540427833,0.587920852
ST18,1,1,1,1,1,1,0.03491792,1.4942452,2.482820408,0.035470332,1.366340038,2.615106125,0.035601095,1.301863634,2.539320221,0.036929229,1.277276214,2.6056476,0.038072389,1.315772906,2.897329108,0.037948088,1.290164541,3.051929126
FAM110B,1,1,1,1,1,1,0.084462592,1.050421579,1.007558674,0.085173333,0.85473659,0.920905895,0.084573212,0.791406498,0.848584569,0.086461686,0.753035622,0.869258283,0.086476995,0.68254435,0.783829236,0.095260958,0.575859012,0.704365356
UBXN2B,1,1,0,0,0,0,0.113978961,0.986390566,0.79472074,0.121236107,0.761672957,0.61272105,0.122133655,0.702655988,0.554625212,0.122987041,0.628514735,0.456820288,0.123518194,0.584973536,0.458171302,0.133839232,0.483453558,0.400675007
TOX,1,1,1,1,1,1,0.572291056,1.068763806,0.997029218,0.58869771,0.941394217,1.061588916,0.587470745,0.888305433,0.998882236,0.592303581,0.838673073,0.978552124,0.596806798,0.809111029,1.029577501,0.594540795,0.707772568,0.865604831
CHD7,1,1,0,1,1,1,0.261546521,0.98374722,0.785934306,0.255918953,0.787693018,0.698887774,0.254617531,0.731599431,0.650491657,0.25351939,0.67725327,0.61825203,0.254609254,0.618489119,0.570034829,0.255584638,0.555921778,0.638841674
VCPIP1,1,0,0,0,0,0,0.147256029,0.931844542,0.613410738,0.149667351,0.688451855,0.370245733,0.151652016,0.637036324,0.337279821,0.151295653,0.596413988,0.350496215,0.152757852,0.522996251,0.251312365,0.156064985,0.392661412,0.102286789
C8orf44,1,0,0,0,0,0,0.133222767,0.937067949,0.630773249,0.133991431,0.751566227,0.57925211,0.134495928,0.702801634,0.555107621,0.133468233,0.638854451,0.491067488,0.133290273,0.58027116,0.442476382,0.136311694,0.454350402,0.305027537
ZBTB10,1,1,1,1,1,1,0.180673327,0.963225104,0.717719161,0.184584376,0.815405944,0.790660504,0.18698711,0.771625508,0.783065993,0.187665997,0.717187968,0.750523708,0.189076502,0.680001159,0.775340934,0.192401,0.577285344,0.709052992
FABP5,1,1,1,1,1,1,1.431604298,1.335294848,1.059575853,1.416599872,1.229806051,0.980426498,1.408373931,1.204424558,0.976559044,1.398924529,1.183875543,0.990073449,1.389899374,1.161465347,0.859139166,1.378961319,1.089032863,1.122419691
OSGIN2,1,0,0,0,0,0,0.028331526,0.980201926,0.774149812,0.029990574,0.713512706,0.453235986,0.030061544,0.615197817,0.264946337,0.029144091,0.523066398,0.107554379,0.029782592,0.446460176,-0.004138818,0.031757866,0.269363525,-0.302931484
CTD-2006H14.2,1,1,0,1,1,0,0.042205959,0.992781901,0.815965423,0.042743641,0.786348615,0.694435718,0.042173746,0.725548608,0.630450125,0.041275079,0.666014119,0.581025719,0.042860786,0.601187852,0.512289129,0.044998878,0.752379132,1.284498395
RBM12B,1,0,0,0,0,1,0.150355186,0.929650565,0.606117998,0.154646736,0.68960254,0.374056285,0.158794912,0.714154741,0.59271137,0.164814467,0.686381218,0.648485612,0.166721364,0.62444463,0.589912283,0.174555185,0.489852452,0.42170496
RP11-410L14.2,1,1,1,0,1,1,0.082030151,1.18077754,1.440859544,0.09015091,0.911104248,1.107570194,0.092888037,0.827022277,0.96655112,0.097100522,0.756310638,0.880105788,0.103258845,0.669843982,0.741439761,0.11195396,0.52095373,0.52391925
KB-1460A1.5,1,1,0,1,0,1,0.026209293,1.053998098,1.01944696,0.02535585,0.854364849,0.919674855,0.024656152,0.793451369,0.855357589,0.025037987,0.74859591,0.854553069,0.024862896,0.68126065,0.779544685,0.026799699,0.722505019,1.186317179
RRM2B,1,1,1,1,1,1,0.057909118,1.108970784,1.202175177,0.063077658,0.862870051,0.947840255,0.064144395,0.827934815,0.969573626,0.062589541,0.766298161,0.913186453,0.063023046,0.707071746,0.865693276,0.069330846,0.663727988,0.99314658
LRP12,1,1,1,1,1,1,0.197415619,1.004723063,0.855657631,0.192247513,0.826011427,0.825781091,0.191534417,0.852548888,1.051100337,0.192905775,0.793797318,1.004269143,0.198385214,0.793755702,1.15501461,0.212306194,1.144043838,2.571703713
RP11-395G23.3,1,1,1,1,1,1,0.035307041,1.242362227,1.645565934,0.039135744,1.277779608,2.321833862,0.038790086,1.345677361,2.684440006,0.037465121,1.281655294,2.620151985,0.036016353,1.215224686,2.561733614,0.037943018,1.085486246,2.379254297
TBC1D31,1,1,1,1,1,1,0.176729557,0.974283678,0.754477661,0.19380827,0.862081506,0.945228948,0.196161268,0.823812833,0.9559208,0.199472884,0.750717646,0.861580683,0.204384756,0.729862914,0.941762384,0.216938169,0.630419848,0.883679441
FBXO32,1,1,1,1,1,1,0.051639703,1.099342192,1.170169913,0.052904821,0.851056523,0.908719169,0.051940461,0.797179099,0.867704571,0.051348401,0.733981034,0.80614569,0.050575602,0.676090621,0.762288901,0.047488345,0.546544911,0.608024617
RNF139-AS1,1,1,1,1,1,1,0.045178625,1.348776674,1.999285643,0.046475231,1.074553356,1.648840035,0.047161828,1.028707914,1.634574098,0.048976045,0.987616139,1.646235704,0.048971997,0.921483684,1.581326834,0.047863218,0.893767798,1.749171978
MTSS1,1,1,1,1,1,1,0.042449428,1.168844054,1.401192852,0.042302575,0.991232109,1.372917584,0.041195075,0.942936596,1.350482417,0.039822668,0.890456316,1.324423008,0.045010829,0.902327085,1.51738867,0.04754545,1.081544831,2.366300843
SQLE,1,1,1,1,1,1,0.666337468,1.156054189,1.363252579,0.669272816,1.016382834,1.353286352,0.666082274,1.000960594,1.428867328,0.663596831,0.969276062,1.478383741,0.66350582,0.985791388,1.707542828,0.65164164,0.89514381,1.534468841
LINC00861,1,1,1,1,1,1,0.0735401,1.131153354,1.275909643,0.07316619,0.872086114,0.978359706,0.073018674,0.815542962,0.928529343,0.075039477,0.744271985,0.840231371,0.075887669,0.689247186,0.806201005,0.081342534,0.652490032,0.956213056
MYC,1,1,1,1,1,1,0.90062327,1.439013743,1.698442029,0.948863459,1.405723808,1.866785495,0.968816287,1.451661207,2.057399902,0.984599983,1.445788116,2.064462728,0.999646594,1.448943473,2.055822671,1.021116191,1.39589535,2.099712214
SLA,1,1,1,1,1,1,0.651268794,1.696582415,3.631017441,0.632922339,1.485441189,3.177871557,0.630227912,1.448493979,3.137024168,0.624167746,1.399169433,3.123631681,0.615672934,1.410828626,3.338513648,0.605026793,1.243301462,2.777296293
ST3GAL1,1,1,1,1,1,1,0.273743326,1.013659198,0.885361181,0.267811729,0.863207989,0.948959352,0.267032801,0.803016046,0.887037702,0.268527923,0.761607296,0.897649375,0.266616121,0.709829351,0.874897217,0.263619441,0.628128604,0.876149269
RP11-629O1.2,1,1,1,1,1,1,0.049565881,0.941430484,0.645274234,0.052099537,0.828601501,0.834358249,0.051574379,0.798862541,0.873280465,0.05094227,0.732422247,0.800982675,0.05071768,0.676023976,0.762066462,0.053781477,0.74781287,1.269491383
PTP4A3,1,1,1,1,1,1,0.118608905,0.966396112,0.728259533,0.12451901,0.801930087,0.746034536,0.124927222,0.809131635,0.907293749,0.123325608,0.772260179,0.932933847,0.124467281,0.759574725,1.040930222,0.121161983,0.648011752,0.941495197
LY6E,1,1,1,1,1,1,0.307452793,1.115746119,1.631846049,0.295216898,0.958165821,1.569899323,0.291540999,0.901789447,1.472715994,0.287998697,0.879378997,1.565012257,0.28405309,0.859642908,1.63976428,0.28523406,0.747626963,1.541095877
MINCR,1,1,1,1,1,1,0.148986834,1.123647541,1.250960454,0.16057742,0.858721768,0.93410301,0.163995649,0.780523576,0.812538164,0.169124264,0.744491383,0.84095806,0.173680679,0.660847501,0.711412591,0.185617627,0.63636589,0.903221096
TIGD5,1,1,0,0,0,0,0.036471309,1.046795608,0.995506013,0.035037921,0.768247583,0.634493252,0.034681548,0.69614486,0.533059058,0.036429686,0.638791908,0.490860332,0.037215585,0.553737091,0.353914755,0.042954058,0.381576352,0.06585576
ZNF707,1,1,1,0,1,1,0.045251633,1.106848003,1.195119093,0.04687738,0.889590533,1.036326457,0.046381062,0.813769766,0.922656165,0.046446028,0.749315928,0.856937915,0.046700964,0.708781358,0.871399375,0.047724618,0.538008246,0.579968883
SCRIB,1,1,1,1,1,1,0.177239718,1.078238413,1.10002133,0.173436322,0.901890563,1.077058617,0.176158663,0.842134479,1.016605738,0.176892544,0.796273451,1.012470587,0.178241426,0.776863394,1.098633873,0.183773843,0.673781761,1.026188284
PLEC,1,1,1,1,1,1,0.160912211,0.989382192,0.80466485,0.16167405,0.838650029,0.867634447,0.159302563,0.780087242,0.811092939,0.160738965,0.717421684,0.75129782,0.16599744,0.674619041,0.757377268,0.176363969,0.56275823,0.66130966
GRINA,1,1,1,0,1,1,0.179277545,1.072838036,1.082070576,0.183213382,0.860715799,0.94070634,0.184998538,0.808864357,0.906408471,0.186394888,0.735742913,0.811981383,0.186065394,0.663925199,0.721684892,0.184108148,0.504433239,0.469624687
RLN1,1,1,1,1,1,1,0.04201555,0.998484238,0.834919887,0.040950925,0.958687928,1.265145913,0.042821304,0.881852077,1.14815833,0.043521563,0.838880309,1.153592993,0.04501556,0.741530554,0.980704966,0.052518001,0.594130184,0.764413526
PTPRD,1,1,1,0,1,1,0.034749717,1.138575205,1.300579743,0.035338346,0.858006609,0.931734726,0.034722165,0.776808324,0.80023251,0.035153833,0.699774592,0.692847136,0.035082398,0.642612336,0.650549858,0.037164503,0.543058686,0.596567147
PLIN2,1,1,1,1,1,1,0.367627607,1.005080658,1.064874594,0.367286715,0.853490388,1.070552018,0.363415168,0.823574874,1.106307536,0.356580946,0.764544779,1.033539021,0.351396894,0.700578152,0.913817511,0.347753179,0.628802205,0.993318408
TOPORS-AS1,1,0,0,0,0,0,0.241796857,0.959857156,0.706524163,0.275431041,0.699559627,0.407029673,0.287632553,0.632460026,0.210999994,0.297903668,0.575814569,0.160061954,0.314210779,0.537147444,0.167945216,0.342425132,0.459024636,0.210650477
AQP3,1,1,1,1,1,1,0.239585799,1.081211255,1.109903005,0.241419422,0.984164408,1.349512544,0.240481977,0.925977322,1.294309928,0.237569785,0.850110857,1.190790807,0.236890309,0.809763235,1.208442268,0.237453598,0.799831364,1.440450066
FAM219A,1,1,0,0,1,1,0.03396022,1.091538708,1.144231271,0.036476759,0.824858655,0.821963629,0.036826387,0.757653665,0.736788465,0.038185953,0.676137044,0.614554866,0.040910787,0.588480363,0.469875886,0.045895877,0.496768622,0.444434937
RP11-195F19.5,1,1,1,1,1,1,0.030146706,1.923412457,3.909364649,0.032420117,1.584659448,3.338081696,0.033605304,1.475056597,3.112969792,0.033861396,1.389963758,2.978891204,0.035578691,1.297619061,2.836737798,0.036859926,1.004092684,2.11175451
FAM214B,1,1,0,1,0,0,0.064786381,0.941112287,0.644216554,0.066961588,0.757834103,0.600008493,0.064286279,0.713399084,0.590208483,0.063892097,0.652202972,0.535280449,0.064013338,0.599319423,0.506052956,0.067014742,0.674945591,1.030013209
TESK1,1,0,0,0,0,0,0.13155573,0.929816483,0.606669503,0.126133837,0.701711068,0.414154275,0.126466519,0.668482154,0.441434671,0.125372657,0.609306369,0.393198351,0.125320223,0.543786988,0.320704719,0.133510551,0.469782749,0.355745916
CD72,1,1,1,1,1,1,0.419655189,1.028974552,1.187289984,0.415571587,0.89807133,1.283222486,0.413479583,0.874306959,1.343969964,0.412826514,0.850382114,1.430809512,0.413626504,0.805955294,1.394742375,0.424480154,0.804655435,1.803994894
SIT1,1,1,1,1,1,1,1.470383162,1.324349266,1.027641153,1.450231237,1.233845727,0.990754901,1.444378912,1.195926273,0.955308337,1.432110441,1.149341661,0.904891742,1.423932362,1.114967428,0.757241576,1.406429785,1.011879888,0.640170592
TPM2,1,1,0,0,1,0,0.064259955,0.972273115,0.747794587,0.062454762,0.782998209,0.683340683,0.063784244,0.724316316,0.626368528,0.063918953,0.662767144,0.570271093,0.065497551,0.597999833,0.501648614,0.072030812,0.439170108,0.25513753
